HIP	Cst	Bayer
90853	Tel	del02
90344	Dra	     
90982	CrA	the  
90969	CrA	kap01
90968	CrA	kap02
90844	Ser	     
91004	Sgr	     
91066	Sgr	     
91117	Sct	alf  
90905	Dra	d    
91792	Pav	zet  
91322	Ser	e    
91262	Lyr	alf  
91373	Lyr	XY   
91689	Sgr	     
91726	Sct	del  
91875	CrA	lam  
91845	Sct	eps  
92294	Pav	the  
92041	Sgr	phi  
91975	Aql	     
92111	Sgr	     
91755	Dra	c    
92226	CrA	mu.  
91919	Lyr	eps01
      	Lyr	eps01
91926	Lyr	eps02
      	Lyr	eps02
91971	Lyr	zet01
91973	Lyr	zet02
92117	Aql	     
92043	Her	     
92308	CrA	eta01
92175	Sct	bet  
92202	Sct	R    
92382	CrA	eta02
92161	Her	     
92609	Pav	lam  
92390	Sgr	     
92646	Tel	kap  
92480	Sgr	     
92204	Dra	     
92398	Lyr	nu.01
92524	Aql	     
92405	Lyr	nu.  
92420	Lyr	bet  
      	Lyr	bet  
      	Lyr	bet  
93015	Pav	kap  
92614	Her	     
92747	Sgr	     
92761	Sgr	nu.01
92845	Sgr	nu.02
92855	Sgr	sig  
92112	Dra	     
92512	Dra	omi  
93163	Pav	ome  
92728	Lyr	del01
92818	Her	     
      	Her	     
93148	Tel	lam  
92872	Ser	     
92791	Lyr	del02
92946	Ser	the01
92951	Ser	the02
93057	Sgr	ksi01
93026	Sct	eta  
93085	Sgr	ksi02
93174	CrA	eps  
92862	Lyr	R    
93051	Ser	     
93124	Aql	FF   
93179	Aql	     
93203	Aql	     
92997	Dra	     
93244	Aql	eps  
93194	Lyr	gam  
92782	Dra	ups  
93542	CrA	zet  
93279	Lyr	lam  
93429	Aql	i    
93506	Sgr	zet  
93526	Aql	g    
93815	Tel	rho  
93408	Lyr	     
93683	Sgr	omi  
93340	Dra	     
93717	Aql	h    
93825	CrA	gam  
      	CrA	gam  
104382	Oct	sig  
93864	Sgr	tau  
93747	Aql	zet  
93805	Aql	lam  
94005	CrA	del  
      	Aql	R    
93867	Aql	     
93713	Dra	     
94114	CrA	alf  
94160	CrA	bet  
93917	Lyr	     
93903	Lyr	iot  
94141	Sgr	pi.  
94068	Aql	     
94724	Pav	tau  
94385	Aql	     
94311	Lyr	     
94477	Aql	     
94140	Dra	     
94643	Sgr	psi  
94302	Dra	     
94730	Sgr	RY   
94481	Lyr	eta  
94620	Sge	     
94727	Aql	     
94820	Sgr	d    
94703	Vul	     
94490	Dra	     
94376	Dra	del  
94083	Dra	     
94713	Lyr	the  
94834	Aql	ome01
94827	Vul	     
94885	Aql	     
94913	Aql	     
94910	Sge	U    
94779	Cyg	kap  
95261	Tel	eta  
94982	Aql	A    
95002	Aql	ome02
95066	Aql	f    
95073	Aql	d    
95241	Sgr	bet01
95168	Sgr	rho01
95176	Sgr	ups  
95294	Sgr	bet02
95188	Sgr	rho02
95347	Sgr	alf  
94648	Dra	tau  
95260	Vul	     
95477	Sgr	chi01
95486	Sgr	chi02
95503	Sgr	chi03
95398	Sge	     
95081	Dra	pi.  
95372	Cyg	     
95435	Sge	     
95447	Aql	b    
95564	Sgr	     
95501	Aql	del  
95498	Vul	     
95585	Aql	nu.  
95560	Vul	     
95932	Tel	mu.  
84535	UMi	lam  
95556	Cyg	     
95793	Aql	c    
95820	Aql	U    
95771	Vul	alf  
95785	Vul	     
95656	Cyg	     
95818	Vul	     
95154	Dra	UX   
95937	Aql	e    
95947	Cyg	bet01
95951	Cyg	bet02
95853	Cyg	iot  
96341	Tel	iot  
96052	Cyg	     
96229	Aql	mu.  
96327	Aql	     
96406	Sgr	h01  
96275	Vul	     
96465	Sgr	h02  
96302	Cyg	     
96483	Aql	kap  
96468	Aql	iot  
96387	Cyg	     
96556	Aql	     
96100	Dra	sig  
96516	Sge	eps  
96441	Cyg	the  
96729	Sgr	     
      	Cyg	R    
96665	Aql	sig  
96808	Sgr	e01  
96683	Cyg	phi  
96757	Sge	alf  
96807	Aql	     
96693	Cyg	     
96840	Aql	QS   
96837	Sge	bet  
96950	Sgr	e02  
96931	Aql	     
96957	Aql	chi  
      	Aql	chi  
96895	Cyg	c    
96901	Cyg	c    
97077	Vul	     
97421	Tel	nu.  
97139	Aql	psi  
97290	Sgr	f    
97118	Cyg	     
      	Cyg	RT   
97229	Aql	ups  
97278	Aql	gam  
97165	Cyg	del  
97295	Cyg	     
97365	Sge	del  
      	Sge	del  
97473	Aql	pi.  
      	Aql	pi.  
97496	Sge	zet  
97650	Aql	     
97649	Aql	alf  
97675	Aql	omi  
97783	Sgr	     
97629	Cyg	chi  
97679	Vul	     
97630	Cyg	     
97634	Cyg	V380 
97804	Aql	eta  
97796	Sge	     
97635	Cyg	d    
98032	Sgr	iot  
97433	Dra	eps  
97928	Aql	     
98495	Pav	eps  
97886	Vul	     
97966	Aql	     
97967	Aql	     
97938	Aql	ksi  
97980	Aql	     
98066	Sgr	ome  
98036	Aql	bet  
98478	Pav	mu.01
98162	Sgr	b01  
97870	Cyg	     
98085	Sge	S    
98103	Aql	phi  
98624	Pav	mu.02
98068	Cyg	     
98258	Sgr	g    
98110	Cyg	eta  
98353	Sgr	A    
98055	Cyg	psi  
98234	Sge	     
98412	Sgr	the01
98421	Sgr	the02
98337	Sge	gam  
98375	Vul	     
98438	Sge	     
98425	Cyg	     
98633	Sgr	     
98688	Sgr	c    
98543	Vul	     
98636	Vul	     
98571	Cyg	e    
98754	Sge	     
99240	Pav	del  
98844	Aql	     
98823	Aql	tau  
98819	Sge	     
99120	Tel	ksi  
98953	Sgr	     
98583	Dra	e    
98920	Sge	eta  
98658	Dra	     
98702	Dra	rho  
98401	Dra	     
99080	Vul	     
99031	Cyg	b01  
99171	Aql	     
98962	Dra	     
99352	Sge	the  
      	Sge	the  
99303	Cyg	b02  
99473	Aql	the  
99404	Vul	     
99529	Cap	ksi01
99572	Cap	ksi  
99518	Vul	     
99531	Vul	     
99631	Aql	     
99742	Aql	rho  
99500	Dra	     
99639	Cyg	     
99738	Vul	     
99675	Cyg	omi01
99770	Cyg	b03  
99918	Cap	     
99655	Cyg	     
99853	Vul	     
99874	Vul	     
99913	Sge	     
100027	Cap	alf01
100062	Cap	     
99255	Cep	kap  
99848	Cyg	omi02
99951	Vul	     
100064	Cap	alf02
100195	Cap	sig  
100044	Cyg	P    
100108	Cyg	     
100122	Cyg	     
100310	Cap	nu.  
100325	Cap	bet02
100345	Cap	bet  
100469	Sgr	kap01
      	Cyg	U    
100591	Sgr	kap02
100435	Vul	     
100751	Pav	alf  
100221	Dra	     
100453	Cyg	gam  
100261	Dra	AC   
100587	Cyg	     
100881	Cap	pi.  
100977	Aql	     
101027	Cap	rho  
100907	Cyg	     
100859	Cyg	     
101120	Cap	omi  
101123	Cap	omi  
101101	Aql	     
101076	Cyg	     
101067	Cyg	     
101160	Del	     
101138	Cyg	ome01
101477	Mic	nu.  
101214	Cyg	     
101612	Pav	phi01
101093	Cep	the  
101243	Cyg	ome02
101421	Del	eps  
101483	Del	eta  
101773	Pav	rho  
102162	Oct	mu.01
102125	Oct	mu.02
101474	Cyg	     
      	Cyg	     
101772	Ind	alf  
101589	Del	zet  
101692	Aql	     
101751	Cap	tau01
101641	Vul	     
101983	Pav	phi02
101260	Dra	     
101716	Vul	     
102157	Pav	ups  
101769	Del	bet  
101800	Del	iot  
101847	Aql	l    
101765	Cyg	     
101923	Cap	tau  
101867	Vul	     
101882	Del	the  
101868	Vul	     
101916	Del	kap  
101936	Aqr	     
101984	Cap	ups  
100965	Dra	     
101958	Del	alf  
101082	Dra	     
102395	Pav	bet  
102080	Del	     
102333	Ind	eta  
102066	Cyg	     
      	Cyg	     
102098	Cyg	alf  
102281	Del	del  
102177	Cyg	     
102276	Cyg	X    
102773	Pav	sig  
102485	Cap	psi  
102487	Cap	     
102388	Vul	     
102440	Del	U    
102453	Cyg	     
102693	Mic	iot  
102253	Cep	     
102531	Del	gam01
102532	Del	gam02
102488	Cyg	eps  
102618	Aqr	eps  
102624	Aqr	k    
102790	Ind	zet  
102633	Del	     
102431	Cep	ups01
102571	Cyg	T    
102422	Cep	eta  
102589	Cyg	lam  
102831	Mic	alf  
102950	Ind	iot  
102805	Del	     
102819	Del	     
102724	Cyg	     
102989	Mic	bet  
102978	Cap	ome  
102945	Aqr	     
102843	Cyg	     
103005	Aqr	     
103227	Ind	bet  
102949	Vul	T    
103045	Aqr	mu.  
103004	Vul	     
103226	Cap	     
103089	Cyg	     
102208	Dra	     
103191	Vul	BW   
103200	Vul	     
103294	Del	     
103298	Del	     
103401	Aqr	     
104043	Oct	alf  
103413	Cyg	nu.  
103527	Del	     
103511	Vul	     
103616	Cap	     
103569	Equ	eps  
103738	Mic	gam  
103682	Aqr	     
103632	Cyg	f01  
103882	Mic	zet  
103813	Equ	lam  
103732	Cyg	     
104085	Ind	mu.  
103981	Aqr	     
      	Aqr	     
104019	Cap	eta  
104031	Equ	     
104177	Mic	eta  
104148	Mic	del  
104139	Cap	the  
104174	PsA	     
104101	Equ	     
104060	Cyg	ksi  
104234	Cap	A    
104185	Cyg	DT   
104214	Cyg	     
104217	Cyg	     
104365	Cap	chi  
104194	Cyg	f02  
104452	Cap	     
104755	Pav	omi  
104459	Aqr	nu.  
104371	Cyg	V389 
104521	Equ	gam  
104538	Equ	     
104750	PsA	     
104105	Dra	     
      	Cep	T    
104732	Cyg	zet  
104858	Equ	del  
104963	Cap	phi  
104974	Cap	     
104887	Cyg	tau  
104987	Equ	alf  
105140	Mic	eps  
105143	Cap	     
105168	Cap	     
105319	Ind	the  
105164	Aqr	     
105102	Cyg	sig  
105138	Cyg	ups  
105382	Mic	the01
105186	Cyg	A    
105678	Pav	Y    
105412	Aqr	     
105199	Cep	alf  
105413	Equ	     
105411	Vul	     
105515	Cap	iot  
105268	Cep	     
105502	Peg	     
105574	Aqr	     
105570	Equ	bet  
105696	Mic	the02
105858	Pav	gam  
105665	Cap	     
105668	Aqr	     
105841	Ind	gam  
105729	Aqr	     
105761	Aqr	     
106044	Pav	SX   
105767	Aqr	     
105881	Cap	zet  
105928	Cap	     
105811	Cyg	     
106039	Cap	b    
106067	PsA	     
105942	Cyg	     
105966	Vul	     
106140	Peg	     
105972	Cep	     
106093	Cyg	g    
106327	Gru	ksi  
106340	PsA	     
106278	Aqr	bet  
106032	Cep	bet  
106559	Cap	     
106481	Cyg	rho  
106654	PsA	     
107089	Oct	nu.  
106551	Cyg	     
106703	PsA	     
106723	Cap	eps  
106642	Cyg	W    
106786	Aqr	ksi  
106783	Peg	     
106711	Cyg	     
106787	Peg	     
106856	Peg	     
106752	Cyg	CP   
106942	Aqr	     
106944	Aqr	d    
106985	Cap	gam  
106801	Cep	     
107843	Oct	lam  
107095	Cap	     
106999	Cyg	     
107128	Cap	     
107144	Aqr	     
107188	Cap	kap  
107151	Peg	     
107097	Cyg	     
107232	Cap	     
107129	Cyg	V460 
107162	Cyg	     
107136	Cyg	pi.01
107302	Cap	     
107380	PsA	iot  
107253	Cyg	     
107315	Peg	eps  
107310	Cyg	mu.01
      	Cyg	mu.02
107382	Cap	c    
107348	Peg	     
107354	Peg	kap  
107259	Cep	mu.  
107119	Cep	     
107487	Cap	     
107517	Cap	lam  
107472	Peg	     
107556	Cap	del  
107230	Dra	     
107608	PsA	the  
107575	Peg	     
107835	Ind	omi  
107418	Cep	nu.  
107533	Cyg	pi.02
107586	Cep	     
107763	Peg	     
107788	Peg	     
108036	Cap	mu.  
108085	Gru	gam  
107975	Peg	     
108022	Peg	     
108281	Ind	pi.  
108431	Ind	del  
108478	Ind	kap  
108165	Cep	     
108339	Peg	     
108317	Cep	VV   
108612	Peg	     
108661	PsA	eta  
108870	Ind	eps  
108691	Aqr	     
108693	Peg	     
108699	Peg	     
108797	Aqr	     
108535	Cep	     
108868	Aqr	     
108874	Aqr	omi  
108875	Peg	     
108952	PsA	     
108772	Cep	     
109081	Ind	kap  
108991	Aqr	     
109111	Gru	lam  
108925	Cep	     
109068	Peg	nu.  
109074	Aqr	alf  
108924	Cep	     
108917	Cep	ksi  
      	Cep	ksi  
109139	Aqr	iot  
109056	Peg	     
109268	Gru	alf  
109005	Cep	     
109017	Cep	     
109176	Peg	iot  
109285	PsA	mu.  
109289	PsA	ups  
109240	Peg	     
109332	Aqr	     
109422	PsA	tau  
109303	Lac	AR   
109352	Peg	pi.01
109427	Peg	the  
109460	Aqr	     
109472	Aqr	e    
109410	Peg	pi.  
109458	Peg	     
109624	Aqr	     
109492	Cep	zet  
109400	Cep	     
109556	Cep	lam  
110078	Oct	psi  
109789	PsA	lam  
109786	Aqr	     
110256	Oct	eps  
109908	Gru	mu.01
109973	Gru	mu.02
109857	Cep	eps  
110000	Aqr	     
109937	Lac	     
110003	Aqr	the  
110130	Tuc	alf  
110023	Aqr	     
111196	Oct	ups  
110179	Aqr	     
110103	Cep	     
110273	Aqr	rho  
110298	Peg	     
110618	Ind	nu.  
110391	Aqr	     
110395	Aqr	gam  
110386	Peg	     
110478	Gru	pi.01
110371	Peg	     
110351	Lac	     
110506	Gru	pi.02
110529	Aqr	     
110548	Peg	     
110578	Aqr	     
110602	Aqr	     
110504	Cep	RW   
110538	Lac	bet  
110672	Aqr	pi.  
110838	Tuc	del  
110609	Lac	     
110778	Aqr	f    
      	Aqr	f    
110785	Peg	     
110882	Peg	     
110936	Gru	nu.  
110997	Gru	del01
110960	Aqr	zet01
      	Aqr	zet02
111043	Gru	del02
110817	Cep	     
110986	Peg	     
111062	Peg	     
111086	Aqr	     
111138	PsA	zet  
110991	Cep	del  
110988	Cep	del  
111022	Lac	     
111123	Aqr	sig  
111068	Peg	     
111188	PsA	bet  
110787	Cep	     
111104	Lac	     
111310	Tuc	nu.  
111200	Aqr	     
111169	Lac	alf  
111278	Peg	     
111394	Aqr	     
111056	Cep	rho  
111449	Aqr	ups  
111497	Aqr	eta  
111594	Gru	sig01
111643	Gru	sig02
111546	Lac	     
111544	Lac	     
111710	Aqr	kap  
111674	Lac	     
111532	Cep	     
111810	Peg	     
111841	Lac	     
111884	Peg	     
111797	Cep	     
111954	PsA	eps  
112405	Oct	bet  
111944	Lac	     
112029	Peg	zet  
112122	Gru	bet  
112102	PsA	     
112031	Lac	     
112051	Peg	omi  
112203	Gru	rho  
112179	Aqr	     
112211	Aqr	g    
112158	Peg	eta  
112374	Gru	eta  
112242	Lac	     
112358	Peg	     
112781	Oct	ksi  
112447	Peg	ksi  
112440	Peg	lam  
112529	Aqr	     
112542	Aqr	tau01
112623	Gru	eps  
112615	Aqr	     
112716	Aqr	tau02
112748	Peg	mu.  
112778	Lac	     
112862	PsA	     
112724	Cep	iot  
112948	PsA	gam  
112935	Peg	sig  
112961	Aqr	lam  
112917	Lac	     
113044	Gru	tau01
113137	Ind	rho  
113031	Aqr	     
113136	Aqr	del  
113127	Aqr	     
113148	Aqr	     
113191	Gru	tau02
113190	Gru	tau02
113167	Psc	     
113186	Peg	rho  
113246	PsA	del  
113307	Gru	tau03
113281	Lac	     
113368	PsA	alf  
113357	Peg	     
113327	Lac	EW   
113503	Peg	     
113521	Psc	     
113638	Gru	zet  
113610	Psc	     
113674	Aqr	     
113726	And	omi  
113781	Aqr	     
113788	And	     
113860	PsA	pi.  
113889	Psc	bet  
113957	Gru	kap  
113881	Peg	bet  
113919	And	     
113963	Peg	alf  
113996	Aqr	h    
114131	Gru	the  
114119	Aqr	c01  
114132	Gru	ups  
114144	Peg	     
114155	Peg	     
114104	Cas	     
114200	And	     
114210	And	     
114273	Psc	A    
114341	Aqr	c02  
114347	Peg	     
114375	Aqr	c03  
114222	Cep	pi.  
114421	Gru	iot  
114389	Peg	     
114365	Cas	     
114430	And	     
114520	Peg	     
114526	Peg	     
114570	And	     
114724	Aqr	phi  
114855	Aqr	psi01
114844	Peg	     
114996	Tuc	gam  
114939	Aqr	chi  
114971	Psc	gam  
115033	Aqr	psi02
115054	Gru	phi  
115022	And	     
115836	Oct	tau  
115102	Scl	gam  
115065	And	     
115115	Aqr	psi03
115126	Aqr	     
115142	Aqr	     
115088	Cep	omi  
115152	And	     
115191	And	     
115227	Psc	b    
115250	Peg	tau  
115271	Peg	     
115280	And	     
115355	Peg	     
115404	Aqr	     
115407	Peg	     
115438	Aqr	b01  
115444	Peg	     
115591	Peg	     
115590	Cas	     
115623	Peg	ups  
115669	Aqr	b02  
115713	Gru	omi  
115738	Psc	kap  
115768	Psc	     
115755	And	     
115806	Peg	     
115830	Psc	the  
115919	Peg	     
115990	Cas	AR   
116076	And	     
116118	Aqr	     
116146	Psc	     
116231	Scl	bet  
116247	Aqr	b03  
116264	Peg	     
116310	Peg	     
116323	Psc	     
116354	And	     
116355	Peg	     
116389	Phe	iot  
116422	Psc	     
116495	Psc	     
116592	Peg	     
116584	And	lam  
116611	Peg	     
116631	And	iot  
116737	Phe	the  
116709	And	     
116758	Aqr	ome01
116771	Psc	iot  
116727	Cep	gam  
116820	Scl	mu.  
116805	And	kap  
116889	Aqr	A01  
116904	Aqr	A02  
116901	Aqr	A02  
116928	Psc	lam  
116971	Aqr	ome02
116972	Peg	     
117020	Peg	     
      	Aqr	R    
117073	Peg	     
117089	Aqr	i01  
117218	Aqr	i02  
117221	And	psi  
117245	Psc	TX   
117315	Phe	sig  
117301	Cas	tau  
117375	Psc	     
117452	Scl	del  
117447	Cas	     
117491	Psc	     
117500	Peg	     
117628	Peg	     
117629	Aqr	i03  
117689	Oct	gam01
117683	Psc	     
117718	Peg	phi  
117730	Peg	     
117756	Aqr	h    
117761	Psc	     
117774	Psc	     
117863	Cas	rho  
117927	Psc	     
117957	Cas	V373 
118027	Cep	V    
118114	Oct	gam02
118121	Tuc	eta  
118131	Peg	psi  
118178	Cet	     
      	Cas	R    
118209	Psc	     
118234	Phe	pi.  
118243	Cas	sig  
118268	Psc	ome  
118322	Tuc	eps  
63	And	CG   
88	Phe	tau  
122	Oct	the  
145	Psc	     
171	Peg	     
154	Psc	     
183	Scl	zet  
186	Psc	     
194	Psc	c    
301	Cet	     
330	Cas	     
355	Cet	     
30756	Gem	     
      	Gem	nu.  
